_ - value	_ - itemLabel
4R215PsoI6Mtxt6BYL9ob6	Count Raven
4OOlG5eBXSkSAAEeKjJb5Y	Courtney Barnett
4vI0xGbQl2cMnMiagUEBOj	Courtney Love
11zG3SH7tJ36wYmCJ2oWyB	Covenant
32rtQaUBGDTxYH3rMWKNvH	Cowboy Mouth
0ODQJS4mk7rVBJXjdqByX6	Cracker
0NTSMFFapnyZfvmCwzcYPd	Cradle of Filth
2JyWXPbkqI5ZJa3gwqVa0c	Craig David
0teedbdB0wwMYhQvOMtiAh	Craig Taubman
5bCwYvvFvWOEXtO9W7p0Iv	Craig Xen
1YEGETLT2p8k97LIo3deHL	Crash Test Dummies
2xabAiJLr7JqzUlNzYP9o9	Crawdad Republic
4J3wzDMI97AlGimdiVcaLb	Crazy Frog
0uHrYdb33V6mhxcuV3vLC5	Crazy Toones
4iSKnRZAxkmqNok6tv10Se	Crazy Town
3JGxdCIEHb2iY4rPLVgCXd	Creation VI
43sZBwHjahUvgbx1WNIkIz	Creed
3IYUhFvPQItj6xySrBmZkd	Creedence Clearwater Revival
4q2uhIfBHCNlwXYvQdnzvS	Crematory
7iRc5yBzjX4wGQdsnf5B9i	Crimson Day
2B73nUiRlcSwjTyVaIAwhR	Crimson Glory
1H3YohuDrK3djO7Oiqcl2h	Crimson Shadows
7vWBZm3sQ8yQvfV4nXxHXK	Cris Cab
3EphvGUXfKglmEfzJOQo9Q	Cristian Marina
3uUcdriXzvaQapjo3a4DZR	Cristobal Tapia de Veer
1wAAnIU1MxkVhJTCJWNYF1	Critical Hit
67QjO1hSxmYnra5p51qjig	Croatian Amor
3gfA40vRbx6YX8oCDXDCDh	Crossfaith
6fYvyj8razige7PRfHoi9c	CROSSPARTY
39xmI59WrIMyyJjSDq6WCu	Crowder
4cM4Vlx41zMs5lLQcSFlTy	Cruciamentum
5IHkB1o1qNXwLPe55WWTEH	Crucified Barbara
4nk1qC7L5a3a5QC7IXacRr	Crucifixion
43LZQvClcKj0ZVecpeWVD6	Cruciform Injection
6aLdhHUqgdKE86xbtNmY8g	Crush
7JwYttIskt6WYcO07J1X1L	Cryobiosis
1WIHbvNZTybCVHFMbzuGJo	Crypt
75EZuo5MHV2572NRpMWotC	Crystal Fighters
3WOTk4feHmQnHxYyPaOZHe	Csaba Deák
4nMIbZxtt1kWqUZ8VNKvjU	Cubicolor
423kGDVR6JpGCV8JoI6AxE	Cubworld
7E7fJJpdVgr1F3pfAfRtHe	Cult of Luna
1wTjVvGxIxcZrHCansPELR	Culture Kultür
5mmVJF0pKY3PEMLhrRU0gw	Curacas
6HI8rcJysSSJjctsRIwMub	Curly Strings
6X8WdFjrNhXATMDSs26aCc	Currensy
1OhsTwGiOvOUc6nezCQiPM	Curro de Utrera
0CUpzKPDfIVzYqMn47jiV3	Curtis Harding
4EENT7N7rCBwrddM3s0vFS	Cut Copy
4AZihrM3P96d5mA9kvsxxH	Cvetelina Yaneva
3Iwsv7X9l3k9FQfd8LcllU	cvstaway
6nA097TpH4DgdzRYFXAXry	Cyan Kicks
15ik2WuPUQmVdhMtuFtmaQ	CygnosiC
6tkhw6PSVw7b2M7h5fLBLE	Cyhra
2BTZIqw0ntH9MvilQ3ewNY	Cyndi Lauper
4P0dddbxPil35MNN9G2MEX	Cypress Hill
3ABwnCnDO6TrDsnMIAP6LM	Cyril Atef
23r4muZmoiPOorfIXtW4MG	Cyril Scott
4NJ2eWSorunY9uE7pOUcOR	Cyrine Abdelnour
1pnciyHx1BO7b1EqyatTrx	D.A.N.
7pm7WxKYyWWWY2PI6VO15d	D. Ace
5f1mGtR27z9d1GBqOYfHNC	D. C. Cooper
1Qceau3EXQ0nVywCdY8smF	D. Woods
0esDFA9DiTpZMUaHwP5RAm	D'Gary
6DIUUnQRMBTkigLlsAxblR	D33J
4aNha8kQkM0iurn6wjnQvv	D3Δ†H H3X
7wgo3B208t4OyNp2ly5ZOE	Daäth Shadow
4sbXXFzEWJY2zsZjelerjX	Dadju
41LfjfTCcTCUdykJqNyFw8	Dae Dae
5hrJWqrdspww0mWHrvteuJ	DaForce
4tZwfgrHOc3mvqYlEYSvVi	Daft Punk
6YdrOFLIiojJtbtHZg4y3v	Daggah
6UCn4JiRuHy8wLs5C70bOg	Dagmar Ebbesen
4ivczZfoLhWxqxlnm3oC8p	Dagmar Pecková
6Paz0vXJJ9bCPf0fEm3qzg	Dagny Norvoll Sandvik
389NPmpKddT6XT214E4mFt	Dag Wirén
7x16CGoYga43Fovu8uW7U1	Dahlia's Tear
4UTEZqrPqLDOhBfraPNciJ	Daichi Miura
363DF8XWMPuibJMlMYxPQn	Daisaku Kume
6az1ImuFcfXd1Rnzonmqau	Daliah Lavi
4mIdyUBqjS36BQHYFBbGjm	Dalriada
5OHoubmiCdfmnqfhaAzUJg	Dalva de Andrade
5dwu0jLFd2fRnlY8UUJIVk	Dalva de Oliveira
7FAiaaZ3AL3Rbx9HcJnYrG	Damad
3QJzdZJYIAcoET1GcfpNGi	Damian Marley
49ljWCSPNM8rwB1D5ikt8j	Damien Guillon
14r9dR01KeBLFfylVSKCZQ	Damien Rice
4JCHmi2aI31AP3VsVKE2ks	Damjan Mravunac
3LhVTmnVEbbCqdpXOB16uX	Damnation Plan
2UwqpfQtNuhBwviIC0f2ie	Damso
3fMA5LH56qpFdPxW1kQe4A	"Dan ""DJ Shub"" General"
3diLus7fTZ63clP6lURS5r	Dana Ivgy
55SIYzqiP09PVpXwDMzuxS	Dan Andersson
1X05wFRysrSsg6xbavYBdU	Dan Ar Braz
19rUh2xW9SuBUv5BflsdKq	Dan Balan
17BmVePNxhzlRGKc85xYsd	Dan Bull
2KtnZQwMQJN3uyI8eHZRvm	Dance With the Dead
5dRK2UZP3a8rlUreNRVzPt	Dandy Heat
2kJcbctXa1Ifr88HROCjZR	Dan Emmett
5L1VmIdqBV8c44jkoIyN7d	Dan Fisher
0cA5Tg15TwARIRZeiNT1RO	Dan Fogelberg
2o3U0ld93tHYowkoari4Vi	Danger
6bnlvICBjK7fuNSB1ohqS5	Danger Incorporated
1aAvWm4c1RQ2HnxFQYGFKS	Dang Show
51yyeVxyvecgePAWXmeLUE	Daniel, me estás matando
0oo9tM9FC4ux71JxQEHzai	Daniela Barcellona
27uc37LtijEiYQsJwhmcpI	Daniela Ginestar
4DnisEwhpsBmBcyGvxRske	Daniela Herrero
7vtZ00tZQRKwKD72AVKIUf	Daniel Anglès
5lhlKFCH9b5f5G43GgyJ2T	Daniel Bacheler
5xip0PcPYnJDMPLDjCsVsW	Daniel Behle
20wkVLutqVOYrc0kxFs7rA	Daniel Caesar
5HAculFU4ScJVhfwXKK0hr	Daniel Cavanagh
1vZ1dRN06p7GswsiwNtS0b	Daniel François Esprit Auber
3sjupE75AphhTX12fgkQv6	Daniel Harding
1JYHJNDbzCDQzIuWqrx7oR	Daniel Helldén
59r5UU2HOytn9V5uMZ5Vur	Daniel Hope
78thf0BLz9PJlwnjRAl5e3	Daniel Ingram
2Bb9HWuZ2qGEwhvDkj7bI7	Daniel Kapler
0Grvl7417KS5fGPzZHYBn9	Daniel Licht
2i9NRYNKiEtRVvF7XU4qE7	Daniel Lioneye
5ohM2ZA35IpUZNIAiK4RoY	Daniel Melero
3Pj3DNujNHiZMlqZiamzPS	Daniel Müller-Schott
4UHfI6g5AWNZTqdYphBzmO	Daniel Nelson
64wt8mWN95IlFYslRqIlMD	Daniel O'Donnell
5yVM85m9yNcHO6o0vaaVxW	Daniel Padilla
4uFZsG1vXrPcvnZ4iSQyrx	Daniel Rosenfeld
5Tu8Yg11u53ZTb0qrXAm3A	Daniel Taylor
3FCbl6b1JHLfVADjqG7iP5	Dániel Torres
72QZO3HFCDb2UKpBR01L5R	Daniel Wischmeier
79Qsx6NiAjszq3cMVNdb0z	Dani Santoz
5AWtYkPhj1X2cECuTUfq7Z	Dani Terreur
4OAf8NMbStLMBm875wSAOw	Dan Marshall
685wnfgdYna4oq6PrJsI6J	Dan Michaelson
6sbFBtX6pehcNv8PYyFlJW	Danny & Armi
7zD8bBoHnqnQsjYWEOe3V8	Danny & Armi
2CivYlBeDSjMj9Azw9cIHB	Danny Baranowsky
7aA592KWirLsnfb5ulGWvU	Danny Brown
6xcFRN5mTErEyUMo4HHlYT	Danny Driver
5qBZETtyzfYnXOobDXbmcD	Danny Elfman
4r6DXcqtllstKwEx3ndKMj	Danny Kaye
5H1nN1SzW0qNeUEZvuXjAj	Danny Ocean
5tVyieWwN9j09jXUovK2zN	Danny Saucedo
3FffC7t4yWwOUr0S5fFbkW	Danny Worsnop
57VBkiTfIxKbMUCFrGvB7R	Danrley Santana
4aEnNH9PuU1HF3TsZTru54	Dan Snaith
045EiHd7X7cCjlamF0LV2M	Dan Wilson
5Qeyh2XKoITt1mlEVtzazC	Daoko
7Ml6UQvSODdViugwulEjWk	Da Poet
0lgk1MEwKfL6zf3k2AYQ9g	Dareysteel
2jvB5M73tBZlWybPmxIaw7	Dariush Eghbali
6bwXuNL4AuC7w3AxspKXn6	Darius Milhaud
0eV0wbQfEyZTQe9tPAh3aF	Dark Archive
2p4o8dimVkgrBEdDr4Q90p	Darkestrah
0YWKRTzA4kBceGwjywtMkh	Dark Moor
5EHvXKnNz78jkAVgTQLQ5O	Dark Tranquillity
3nQ59hkeciYoR6RreQL4Rv	Darren Criss
0LhHRmSd1EYM5QdNeNnCoQ	Darude
4iqAeIP1ynbt71G0Oi8VIt	Das Racist
5lkDBB31Xx39oqr9XqmbmY	Dastan Ensemble
6ZULITXmOFWJwJKilsFRm7	Datach'i
3v145HHJ18xuDZr2gRnZaY	Datuk Seri Vida
7ohstchE9ozbxMSeYWuFRD	Datuk Seri Vida
46CitWgnWrvF9t70C2p1Me	Daughter
3kUKwTJdH8FuWzF8p6Dg9E	Dave Brubeck
3SQrLX0O6RbBjmSIkwCgJb	Dave Douglas
7hKXTmrq3ZppBx881yBbOr	Dave Gahan
13vQloYd6mP7V1mVwKJwS2	Dave Matthews
2TI7qyDE0QfyOlnbtfDo7L	Dave Matthews Band
3C0ppkCJLxigPlyVEzRghR	Dave Meniketti
0DGexM9UeEMijhLRbKetCN	Dave Pirner
0xJExpmKrz0ZtdlDemVzPk	Dave Valentin
72Y4jvlxSLaFRzCwa1N14c	David Aaron Carpenter
1IBMhycTbaxA1IbMVLEBiD	David Åhlén
5rmTymUcbdzjBX1ErCBjOO	David Batteau
5ip7ZONAjQCuYNz1kFSsw2	David Bismuth
0oSGxfWSnnOXhD2fKuz2Gy	David Bowie
6fpm54DfoAd1JokubtQiNL	David Briggs
3BCJyAgxvYyeIjQyoBU8XL	David Broza
6tUwA7Nt6EoMLy48nNVrgq	David Campbell
0mjGt6S5abhcUYx586Q9HP	David Charles Abell
7LKhyb2VbpZ5PHdKJhuA4n	David Cross
6oaqXcTI16QinRDKLtkMaI	David DeMaría
1NuQb8JyTjAJ8YnizclEmk	Davide Anselmi
4OgLxelsX3F9vwM4JETwwM	Davide Van De Sfroos
7kQTJXVAnksrVJbsyn9E1c	David Finckel
33k6kPYIS5TgseAc70LZjy	David Garrett
2FcC4sDMXme2ziI7tGKMK8	David Gilmour
1NQZMj1fqZS2h5snZDREg2	David Graeber
7J2lZBANizgPNfUzux31PV	David Gray
1Cs0zKBU1kc0i8ypK3B9ai	David Guetta
4pp6PKB7hDh3LqQVuSrHTD	David Hidalgo
4Qq5rJ5mqO9DIXo2OPBWG8	David Hill
79tir6LoUdtEwrzMyzdVWk	David Hykes
48Idb5uZga8diRAMTc9q3E	David Lebón
7qWB1MNQHOkDdSVGjBtvMX	David Lindgren
1l3MU8zV0Rf8qyB7dae38J	David Lindley
3VWrnOYO3VBCE9MAleAQM4	David Lloyd-Jones
0sxsWOeoLDMHU2YE8cPV8z	David Marks
2dfDjeZroUd3LWmSFrAZCD	David Parry
0HWPt04Mf5xOmv70oKdbtn	David Rovics
1Ni1doOFD6ATODkZJSRT70	David Russell
4nNZNAlmEYJFaHm0jAenPT	David Stockman
38DJW6Gl5GnPZcFixkYGoF	David Thomas
7zujWOGpdR5VooTsDvGizd	David Wikander
2J7jiJ5cdLieortTaN6yMT	David Zinman
6OG9fZ1LKXyL0hShRmmnq1	Davina Michelle
0eXRtk1OiMbe7AvnBw9g2T	Davonte'
0eVFGwSvttHQvGrdcKXbW2	Da Vosk Docta
0CDUUM6KNRvgBFYIbWxJwV	Dawes
5dw3NZy4lXaWWPYUPt145Z	Dawnbringer
08lSvE6oNbN6QhA544nOwQ	Dawn ODG
35Uzsa9o0tZkdC4ZBtXuNV	Dawn of Ashes
7mWxKDFmWhtPvHNyqtv1R5	Dawn of Relic
1EgV7b93j6hvI1Suiegi74	Dawn Upshaw
5icKdCmMhNMYoAzVBAWt39	Dax
5TnQc2N1iKlFjYD7CPGvFc	Day6
5s7AptVptbZs2BQispHIdS	Dayalex Ayala
5Cio41ZAM9b3QdHSwPcnlt	Dazzie Dee
1CNEzaJTiE6s43DHohcujW	D-Crunch
6bwkMlweHsBCpI2a0C5nnN	D Double E
2otRZcOVNcmdkZ5nEoogy6	Dead by April
4ufkY8hmhmYl4aCnzv3dLE	Deadcrow
6FhycYEKRhM2JTauuw3EgJ	Dead Cult Diaries
5rKi8nP7CfFcbjz3DpA9Yx	Deadlock
2CIMQHirSU0MQqyYHq0eOx	deadmau5
34dfHqxGTjPV0tY4sHfHxu	Dead Melodies
589tFv4Vf1K27wpf0uWz2j	Dead Sara
62aILIvjZmCKsxRnVVa7K2	DeafBrood
3dPPEQeCf0pcfeEL4rBj4P	Deaf Chonky
49e4v89VmlDcFCMyDv9wQ9	Dean Martin
2djFgv5eQK9Cm6sO0yH5Up	Dear Pricey
0YkjOpIntNmlG1PNF2dqSy	Dear Rouge
0YrtvWJMgSdVrk3SfNjTbx	Death Cab for Cutie
18H0sAptzdwid08XGg1Lcj	Death from Above 1979
5RADpgYLOuS2ZxDq7ggYYH	Death Grips
6O66GnNl4ESNJ5PK611THH	Death Is Liberty
4pP3Gtdmwp2cHtz736pyGI	Deathspell Omega
2G6Jj3r7Uux76wZXsykcht	Death SS
0LDmJd63vX7MjKdAkiQjRi	Deathwitch
18jZvCsW1PJ4FDQ5gEXuKp	Debbie Gibson
4Zf0pLGYwNB86Y97kisvkn	Debbie Reynolds
1UkHCANZmdkKyVNvTLMrcJ	Debby Boone
5zaG384VZzAb6AMfEnSy2r	Debi Nova
4BiSYpmNGsMJgWzGPy74mI	Debora Petrina
17MbhJOaaPHuWnRaWU9xkc	Decapitated
6fNX1E0Lhy5xOSIDG4ZdsH	December Wolves
3WqfYoI4IDwC44uDliIsAm	Dedalus
69qvm3ER5sX2cMpO0yWd3L	Deep Cut
568ZhdwyaiCyOGJRtNYhWf	Deep Purple
6cVxdraerQXUnRWCIx8W5z	Deep Shrestha
7qtQrhUCaLEUmyhFQ0at8S	DeepTouchSA
5Dgq1qHMpSVLUJJpnhStF4	Deer Park Avenue
0THrSqTAWhCI2uo9m8YPTw	Deeyah Khan
1O4hqQz2nV0jrlF9VEFBNK	Def Con Dos
6Ghvu1VvMGScGpOUJBAHNH	Deftones
52Q4TyDwkpvHsKdx5aPPEn	De Havenzangers
1EsWztpSY6UTQcA2f4BG1q	De Held
49eo9xE4yGzJLWkOndiODs	Deichkind
2K3GorTixXKAiwe2t9lO89	Deicide
3DgrsG30yZHCaNsSyhiDJ8	Dejan Lazić
12oL5fFmNyZZtDMuXfWdSL	De Kikvorschen
6fHe6udwdQTHpoioFG378p	De Kikvorschen
7rlBUUHFirEBjE5SX3Y6MQ	De Kikvorschen
7DAcHWktVDGmifg8HdLR1n	De Kleinkeinder
5KihCsYwGpsPvy5DrHW5Do	De La Cruz
6pIRdCtSE5hLFfIfcTAicI	Delain
7xVgcD64SOhLoXfCxN7yg8	Delia Derbyshire
6gNgdxl7YIeei3xwqRnSWK	Deli Gömleği
73kZv08WJBQNdtgcMVjhdx	Dellamorte
2fj5pzLyOKDpUOPZs9q3wt	Del McCoury Band
1xVWSPiw5B0OduIC0DSu3V	Delta Spirit
2OpXRV68ugAWR3OmsuCyVT	Demarco Castle
6S2OmqARrzebs0tKUEyXyp	Demi Lovato
08f6MNQouECEKggLSLEBRQ	Demolition Hammer
7tI1ZOOgocYZT2O5M8iBz8	Demon
4O6RDLeFX5xuQ7IePFzVcl	Demons and Wizards
5JMtXD9vPBIygW4cTcQ8x9	Demo Taped
3lxIigLgAweI0OtsFvi5RF	Demphra
5Hctcy2hLVtuL1e9EvaUny	Demz One
4VZR1CBFS8AR4zqrtn7Dlh	De Nalgas
1qid89y11TF9zHS8N3FibN	Denez Prigent
73SBwOgH6mrS09OyFHdR62	Denise Rosenthal
6WrGJUxhDbiIWRAvEPMDPs	Deniz Demiröz
1nbkdlGLMmM7rVNAkfoDu0	Deniz Gürzumar
39PhMWg1aAuuZcph0OXGu6	Deniz Koyu
4TdvNk4wmn5DgBFiLDeCj0	Deniz Tekin
1LdPpldFDbjfYvPYIFfMPI	Deniz Tuzcuoğlu
7FN2VEWnd8QkvtZ8JhWQ8F	Dennis Dragon
3EOEK57CV77D4ovYVcmiyt	Dennis Lloyd
0LzOTqAYfLa6nwqaMZO4FA	Dennis McCarthy
5gl6pfPwJ1coivVUMZPiS9	Dennis Wilson
5M93eU9sve8y7GOhafraOr	Deon Williams
762310PdDnwsDxAQxzQkfX	Depeche Mode
3wpNKcE7grYUIRKCMpmBOb	Depedro
0wmfUMiNaHkNlDiY9Ns6tD	Dep Hart
4Z7tFrFLO28HYlLFHqgOcb	Derdiyoklar
2rc78XDH9zuJP6bm78lU8Z	Derek and the Dominos
1VjFRUOIRPTqH8ed7xlx5b	Derkéta
3RXrnzeDDghyd5Igzu3X7D	Dermot O'Brien
4J2irlCsQOs4Ycxl00Aqma	Der Noir
6pbcoJoywonKNUK9hLJG7B	Der Plan
1DZrCPfQ8QC5gkXGPglnjd	Derribos Arias
3FFPhZmOPdsIhmCRg8brsh	Dervişan
3f5vjwUNkT5TxEnFxwJh8j	Descartes a Kant
56TXBqxg34LL3EqFqwS3EX	Desiderii Marginis
0zYLHSSEbShCJMHUWHgyMZ	Despair
1Y8cdNmUJH7yBTd9yOvr5i	Destiny's Child
6cbj8f7KoCCXQobSTzK8y1	Destructor
08ddDMZGf4K5Fv03xO9FbE	Dethcentrik
5MC6GUGv5dy6Nn5ShJawt6	Deti Picasso
1BSmZh3KvDU2o4DcGzHpeP	detroit7
28ntaCXnpxGPHx9ZK6HPX1	De Twee Pinten
2970BxpdOBQmkMit6i9kVF	Deva Premal
7iW0o1suit8xY24m9M5L0u	De Vet Du
0M1ImWN3uInxUCZVIE9uxa	Dev Hynes
6LEeAFiJF8OuPx747e1wxR	Dev Hynes
0fpqZQia1PSW32o9tN5NKc	Device
5UupSsCIeDadY3JRMDYIBl	Devil Dog Road
6uejjWIOshliv2Ho0OJAQN	Devin Townsend
54Xuca1P5nDqfKYZGDfHxl	Devin Townsend Project
2ZRdAqBknXF3AzPD8LF1fG	Devzboi1
5Rq2C3wWiwL3NqjutXMt8e	DGM
6GdfSGzmlvRsMtSwMjQqYP	Dhamika
0BNG5EOWoNlIE1Q1c4L0Kh	Dhani Harrison
66RfYVdftqnuHRicyClgL0	Dharius
2cbWJP4X5b9sKEDW80uc5r	Diablo Swing Orchestra
013qqlWuJeTwsrxkrLvN4W	Diabolos Rising
7eqKXhnihkPqtnr2zkaE4Z	Diamond Plate
4gbrnZzPDYl2SBjzAL4KIE	Diana Damrau
3MdG05syQeRYPPcClLaUGl	Diana Ross
4AeWCU2yUgVFbqKmOezL75	Diante do Trono
1tg5jMp8FFjVqjgoxuEbSR	Diary of Dreams
2EzDj4x2V7p7RzEKBuX6Xp	Dicky Daniel Klein
6rJ90JwoFJfY7dwHQyMdkT	Didier Talpain
2mpeljBig2IXLXRAFO9AAs	Dido
6urkHDoIVO1WO8vNIwcJmM	Die Antwoord
04L8hbMJRQ5vFnLeDgA8xn	Die Apokalyptischen Reiter
2Gmr0G4q4qSY4Yzge6VimA	Die Bandbreite
0mINvhbiGqbS5MEIFIfgwt	Die Funkhausgruppe
1A6Dn8WmxRQgzleg1t1WRN	Diego El Cigala
3e3o7aa8iRFX424ls1Zfud	Diego El Cigala
7mLYMGXg84miYydKwi2aRi	Diego El Cigala
4WbEmAwPIeRh1bHcv6uY7U	Diego Fasolis
5WvEHnWRNfz9AOLYclfsLM	Die Happy
7x8nK0m0cP2ksQf0mjWdPS	Dierks Bentley
6ommlbuccgdiKSgjvVlQ4W	Diet Cig
10CN8N2O3FlGlPVJWBiu5D	Dietrich Fischer-Dieskau
3TVXtAsR1Inumwj472S9r4	Diet Snapple
3GAHYVHU0HppTq2qgzejcv	Digital Punk
4MCQBhrvHrufVxrKk5c5U3	Digitzz
6AzXDjrSWYAoeYcziOiBr6	Dilber Yunus
5R3Hr2cnCCjt220Jmt2xLf	Dillon Francis
00dhGVtq7dKHii7FPEopwm	Dimash Kudaibergen
0LNWCg7UbISwhs02IpRVu7	dimbodius
73xrrv4ZrlpLi1q0Q34wiK	Dinah Shore
1RFZR4QNQGzKn0f5NL1sW5	Dinger
7e4pmYPwPETSnMVCcJa8xu	Dinmeyen
4CYeVo5iZbtYGBN4Isc3n6	Dio
6kEQuZgj4hm2mE2ZfZ6mcD	Diocletian
2JSjCHK79gdaiPWdKiNUNp	Dionne Warwick
0vUqoJ0l2Ay4COUvH2xAwJ	Dionté BOOM
5fMUXHkw8R8eOP2RNVYEZX	Diplo
3kNqzLmW33fQIfmZ1OfqMA	Dir en grey
0WwSkZ7LtFUFjGjMZBMt6T	Dire Straits
0RI7lEZxvfVtgoYGg8WjuG	Dirindi
6aYoZj5hriqO12UUSffEaA	Dirk Scheele
7rSMEcqv4Ez0OLgJKDjrvq	Disasterpeace
6nS5roXSAGhTGr34W6n7Et	Disclosure
2rYMvTD6SxQHgOXhVUdTRc	Disfear
371glK0pTnkxpBugrM5cac	Dislocation Dance
6JZ5J7IOaApunC5EbjUKvY	Disma
6H0uUeAtmzEmv7VYsW2Iro	Disquiet
6CDM8i1eI2OkPmruOwwQV6	Distant Dream
3TOqt5oJwL9BE2NG9MEwDa	Disturbed
0uSrH9aWp8RsO5aZSzZHap	Dita Redrum
6zV2MUASqacFeuxtW83xfn	Ditch
2oVP6opOtXMNekbukvo4Rs	Ditlev Schiller
3yopm22sNNseuMHqfj1MT2	Ditlev Schiller
1wASklF2AQfIVhSBWnUHwz	Divine
25IG9fa7cbdmCIy3OnuH57	Dixie Chicks
3uqTi0ZLrYpkIzDPE14YqH	Dizzy Dee
5Z1XZyEFY0dewG8faEIiEx	Django Reinhardt
1hwAhXzyuEUjug2pyNVSvg	DJ Cam
1xLOb1CC0N70wA28T7Q5uE	DJ Cassidy
2YH0ZvAYOkdJ0Hn7ecPm69	DJ E.R.E.S
1mG23iQeR29Ojhq89D5gbh	DJ Jazzy Jeff & The Fresh Prince
0QHgL1lAIqAw0HtD7YldmP	DJ Khaled
40S3a8Beijh7mZ7vTV5TmJ	DJ Kridlokk
1es66fgd1orsO07SSH5VNx	DJ Many
7kZDKqfAuL3o74dJ1zCZG6	DJ Micro
7x4ixwe9WOFsWPLOaPuXZj	DJ Murci
20WW027E2lIhdDHif2m05y	DJ Ozma
7dDPt2xIGymSDddx80OfF1	DJ Q
56ifW200Kc8OFiV5cyHpk0	DJ Seip
5CE2IfdYZEQGIDsfiRm8SI	DJ Shadow
31qfiD26qhTJr9TXMJYopF	Dj Suppa
3wnWv1CbRJ0JuDgOcsBPfd	DJ Thera
5ZpcmUkawg3rmD7nG7vBlw	DJ Tom
4Xa21Nsr97phIgI7oYCXjJ	D Loc The Gill God
46wMXZ6bEoXUlToxUglEtY	Dmitri Kabalevsky
6s1pCNXcbdtQJlsnM1hRIA	Dmitri Shostakovich
2z658O7sY52T18CIOqUcws	Dmitriy Redko
5P6p90HYfFxo4GTmHJjeNe	Dmitry Khvorostovsky
0cQYEp14rniwmRdWadDNrD	DMMK
6Iw429NHUbnj0wq7lWdZ6M	DMPM
1jf3CssdtSksxNa3uIpPzS	Dntel
1ko3RnAjV10X40FBxNoSPU	Doctor Livingstone
7lkfsloQGm2Z9S9kbmIcFU	Dolcenera
32vWCbZh0xZ4o9gkz4PsEU	Dolly Parton
4LDRJyWHn88OpklMQ0HVQ5	Dolphin
0PhqM7UAxtvWYi5j4MwxSl	Dolu Kadehi Ters Tut
0mFblCBw0GcoY7zY1P8tzE	Domenico Scarlatti
5ECIdvtRgX8j4F0qCJYb9B	Domenico Zipoli
32AFNkich94JXfGvIFqpkL	Dominic Miller
4cJbtmVkNJZEypplzuhh9J	Dominika Barabas
4MTfVjZzx72caVcbCjUK73	Dominik Hauser
3OVWX97HduBB6SriNxtiQ8	Dominique
0DLxgGEXi05HKnCZaQin61	Dominique Visse
6vHBuUxrcpn1do5UaEJ7g6	Domo Genesis
60afMnL1mSfYcDUL39pAvf	Domowe Melodie
73sIBHcqh3Z3NyqHKZ7FOL	Donald Glover
1BKFRc5JMD4c44rk2TWgdO	Don Azpiazú
5dbuFbrHa1SJlQhQX9OUJ2	Don Henley
1gRNBaI4yn6wCCTvRhGWh8	Don McLean
3Q7xLGDd0pcFzvelSLu5sY	Donna Brown
2eogQKWWoohI3BSnoG7E2U	Donna Summer
3gl6dHwHwMlMWlZg4QzTeV	donny konz
1CS1JV6wZUIf5hbsWoiH1M	Donny McCaslin
6vLlQYujOujIrm7zAKzEdG	Donovan
2jiwQXGANb2H6O6TATlm0L	Don Plevier
3NQRIqPwnKZJ4KLKGSkl2Y	Don Ross
0b3Ih1VYdJfBfCPulSWBoA	Dope Stars Inc.
2w3mvReNNIQ7S44MAr89zu	Dopplereffekt
3ESG6pj6a0LvUKklENalT6	Doris Day
6b2moSGCZvz37DGLc3WXAi	Doris Fisher
5GLeyUhj8B8f5pJxqZllKl	Doro
2OSNMmbTJZZ1k7hIUCxlsY	Dorothea Röschmann
18J9fqfBOCpFor74yiJwKc	Dorothy Papadakos
4ZdK7Pvq1y4lVGY5Lhm7I8	Dorthe Kollo
1hw1VLiutfMgbxficYxq65	Dört X Dört
1DLrhgKEsP9M64oMmboEPz	Dosh
5U5tKsyvraROvqE0xaWFJ7	Doug Dragon
652Q4y5ewFDuXGqcmFPo2E	Douglas Boyd
4H2yWJyi4ZSNoacoEbiAzQ	Douglas Lilburn
78Uy2MWlGybYElRdi9AIrD	Dov Shurin
7l8uFATeRemkWEA8Gn15YC	Downtown Boys
0siBQaURCli5wn2lqv8WZg	DPR Live
6dRITqrqRk0F8ncj4a4NhC	Dr.BSKing
1zz7r39Oifp0UUvUQ4PCJV	Dr. Feelgood & The Interns
4RbUYWWjEBb4umwqakOEd3	Dr. Peacock
535D4PrKYgpBGkmyZFzBM8	Drab Habit
2pH3wEn4eYlMMIIQyKPbVR	DragonForce
5qwH9gKvchSfuv8V6pBU71	Dragonland
3TVXtAsR1Inumwj472S9r4	Drake
03ilIKH0i08IxmjKcn63ne	Drake Bell
16rfiZrUbpoIJKqvJjbOk1	Drangsal
6S0IvKlvPMX1RtAYtVpUV8	Drax Project
1bkf8u8ot6vEpWTJFBzKZB	Dream Evil
2aaLAng2L2aWD2FClzwiep	Dream Theater
4wl0IXy1nWWzrZqYXokEYA	Dreamtwinz
3SfZo7bwSPHciiiXoNbJHP	Dre Rich Kidd
1h8jyTGAN9D5UESAdhwJh1	Driller Killer
4sSrx4jkqUjPiFd4rFBH46	DROGMA
017ViJJeeul1vKk90lhwqJ	Dronny Darko
3M40ySTwNk2adC3NFLL3Zn	Droop-E
7w9jdhcgHNdiPeNPUoFSlx	Dropkick Murphys
4XtnxJ8J0zXbKUzh8l0Php	Drop Trio
4mPk7xhuZlVgR51mRyiYax	Dror Feiler
